# IR, RED, Calculated Heart Rate, Calculated Respiration Rate, Calculated SPO2
232113.00,217148.00,66.67,17.05,96.90
232098.00,217113.00,66.67,17.05,96.90
232185.00,217115.00,66.67,17.05,96.90
232221.00,217176.00,66.67,17.05,96.90
232264.00,217163.00,66.67,17.05,96.90
232142.00,217100.00,66.67,17.05,96.90
231967.00,217129.00,66.67,17.05,96.90
231750.00,217054.00,66.67,17.05,96.90
231440.00,216911.00,66.67,17.05,96.90
231262.00,216887.00,66.67,17.05,96.90
231049.00,216798.00,66.67,17.05,96.90
230883.00,216691.00,66.67,17.05,96.90
230678.00,216688.00,66.67,17.05,96.90
230543.00,216706.00,66.67,17.05,96.90
230409.00,216550.00,66.67,17.05,96.90
230266.00,216551.00,66.67,17.05,96.90
230181.00,216593.00,66.67,17.05,96.90
230154.00,216528.00,66.67,17.05,96.90
230172.00,216620.00,66.67,17.05,96.90
230176.00,216554.00,66.67,17.05,96.90
230166.00,216644.00,66.67,17.05,96.90
230142.00,216569.00,66.67,17.05,96.90
230159.00,216667.00,66.67,17.05,96.90
230147.00,216575.00,66.67,17.05,96.90
230116.00,216681.00,66.67,17.05,96.90
230153.00,216580.00,66.67,17.05,96.90
230184.00,216748.00,66.67,17.05,96.90
230238.00,216583.00,66.67,17.05,96.90
230223.00,216733.00,66.67,17.05,96.90
230212.00,216619.00,66.67,17.05,96.90
230280.00,216704.00,66.67,17.05,96.90
230368.00,216598.00,66.67,17.05,96.90
230384.00,216727.00,66.67,17.05,96.90
230410.00,216769.00,66.67,17.05,96.90
230475.00,216705.00,66.67,17.05,96.90
230499.00,216852.00,66.67,17.05,96.90
230558.00,216758.00,66.67,17.05,96.90
230687.00,216781.00,66.67,17.05,96.90
230641.00,216941.00,66.67,17.05,96.90
230686.00,216772.00,66.67,17.05,96.90
230740.00,216864.00,66.67,17.05,96.90
230767.00,217015.00,66.67,17.05,96.90
230845.00,216866.00,66.67,17.05,96.90
230981.00,216905.00,66.67,17.05,96.90
230917.00,217078.00,66.67,17.05,96.90
230996.00,216921.00,66.67,17.05,96.90
231033.00,216950.00,66.67,17.05,96.90
231075.00,217132.00,66.67,17.05,96.90
231146.00,217018.00,66.67,17.05,96.90
231293.00,217009.00,66.67,17.05,96.90
231169.00,217194.00,66.67,17.05,96.90
231300.00,217070.00,66.67,17.05,96.90
231459.00,217077.00,66.67,17.05,99.08
231344.00,217244.00,66.67,17.05,99.08
231393.00,217160.00,66.67,17.05,99.08
231373.00,217088.00,66.67,17.05,99.08
230977.00,217190.00,66.67,17.05,99.08
230756.00,216949.00,66.67,17.05,99.08
230562.00,216847.00,66.67,17.05,99.08
230243.00,216906.00,66.67,17.05,99.08
230035.00,216692.00,66.67,17.05,99.08
229903.00,216617.00,66.67,17.05,99.08
229625.00,216723.00,66.67,17.05,99.08
229493.00,216567.00,66.67,17.05,99.08
229460.00,216470.00,66.67,17.05,99.08
229189.00,216619.00,66.67,17.05,99.08
229190.00,216411.00,66.67,17.05,99.08
229139.00,216489.00,66.67,17.05,99.08
229163.00,216434.00,66.67,17.05,99.08
229126.00,216505.00,66.67,17.05,99.08
229217.00,216468.00,66.67,17.05,99.08
229177.00,216513.00,66.67,17.05,99.08
229188.00,216468.00,66.67,17.05,99.08
229153.00,216533.00,66.67,17.05,99.08
229200.00,216480.00,66.67,17.05,99.08
229224.00,216552.00,66.67,17.05,99.08
229241.00,216519.00,66.67,17.05,99.08
229253.00,216566.00,66.67,17.05,99.08
229268.00,216669.00,66.67,17.05,99.08
229437.00,216511.00,66.67,17.05,99.08
229378.00,216754.00,66.67,17.05,99.08
229425.00,216605.00,66.67,17.05,99.08
229428.00,216694.00,66.67,17.05,99.08
229538.00,216626.00,66.67,17.05,99.08
229547.00,216695.00,66.67,17.05,99.08
229652.00,216838.00,66.67,17.05,99.08
229661.00,216692.00,61.22,17.05,99.08
229739.00,216800.00,61.22,17.05,99.08
229719.00,216743.00,61.22,17.05,99.08
229819.00,216796.00,61.22,17.05,99.08
229880.00,216865.00,61.22,17.05,99.08
229898.00,216837.00,61.22,17.05,99.08
230025.00,216892.00,61.22,17.05,99.08
230058.00,216946.00,61.22,17.05,99.08
230047.00,216887.00,61.22,17.05,99.08
230173.00,216948.00,61.22,17.05,99.08
230233.00,217017.00,61.22,17.05,99.08
230230.00,216952.00,61.22,17.05,99.08
230355.00,217002.00,61.22,17.05,99.08
230413.00,217077.00,61.22,17.05,99.08
230433.00,217001.00,61.22,17.05,99.08
230510.00,217054.00,61.22,17.05,99.08
230596.00,217120.00,61.22,17.05,99.08
230582.00,217085.00,61.22,17.05,99.08
230674.00,217059.00,61.22,17.05,99.53
230640.00,217133.00,61.22,17.05,99.53
230496.00,217069.00,61.22,17.05,99.53
230183.00,216941.00,61.22,17.05,99.53
229955.00,216934.00,61.22,17.05,99.53
229725.00,216828.00,61.22,17.05,99.53
229380.00,216694.00,61.22,17.05,99.53
229262.00,216707.00,61.22,17.05,99.53
229105.00,216622.00,61.22,17.05,99.53
228848.00,216545.00,61.22,17.05,99.53
228758.00,216554.00,61.22,17.05,99.53
228644.00,216483.00,61.22,17.05,99.53
228569.00,216418.00,61.22,17.05,99.53
228467.00,216493.00,61.22,17.05,99.53
228536.00,216463.00,61.22,17.05,99.53
228572.00,216516.00,61.22,17.05,99.53
228617.00,216468.00,61.22,17.05,99.53
228629.00,216537.00,61.22,17.05,99.53
228636.00,216459.00,61.22,17.05,99.53
228627.00,216564.00,61.22,17.05,99.53
228645.00,216487.00,61.22,17.05,99.53
228615.00,216578.00,61.22,17.05,99.53
228722.00,216477.00,61.22,17.05,99.53
228721.00,216618.00,61.22,17.05,99.53
228764.00,216610.00,61.22,17.05,99.53
228772.00,216603.00,61.22,17.05,99.53
228866.00,216811.00,61.22,17.05,99.53
228945.00,216599.00,61.22,17.05,99.53
228990.00,216784.00,61.22,17.05,99.53
229067.00,216666.00,61.22,17.05,99.53
229088.00,216738.00,61.22,17.05,99.53
229160.00,216799.00,61.22,17.05,99.53
229233.00,216710.00,61.22,17.05,99.53
229253.00,216859.00,61.22,17.05,99.53
229285.00,216805.00,61.22,17.05,99.53
229465.00,216836.00,61.22,17.05,99.53
229397.00,216960.00,61.22,17.05,99.53
229485.00,216878.00,61.22,17.05,99.53
229665.00,216839.00,61.22,17.05,99.53
229635.00,217059.00,61.22,17.05,99.53
229719.00,216887.00,61.22,17.05,99.53
229880.00,216946.00,61.22,17.05,99.53
229786.00,217124.00,61.22,17.05,99.53
229907.00,217029.00,61.22,17.05,99.53
230051.00,217007.00,61.22,17.05,99.53
230013.00,217172.00,61.22,17.05,99.53
230095.00,217039.00,61.22,17.05,99.53
230263.00,217067.00,61.22,17.05,99.53
230205.00,217247.00,61.22,17.05,99.53
230279.00,217125.00,61.22,17.05,99.53
230394.00,217164.00,61.22,17.05,99.42
230372.00,217255.00,61.22,17.05,99.42
230188.00,217136.00,61.22,17.05,99.42
230011.00,217129.00,61.22,17.05,99.42
229743.00,217057.00,61.22,17.05,99.42
229381.00,216915.00,61.22,17.05,99.42
229237.00,216876.00,61.22,17.05,99.42
228961.00,216835.00,61.22,17.05,99.42
228834.00,216699.00,61.22,17.05,99.42
228731.00,216675.00,61.22,17.05,99.42
228556.00,216716.00,61.22,17.05,99.42
228347.00,216580.00,61.22,17.05,99.42
228347.00,216550.00,61.22,17.05,99.42
228318.00,216612.00,61.22,17.05,99.42
228344.00,216506.00,61.22,17.05,99.42
228358.00,216637.00,61.22,17.05,99.42
228404.00,216563.00,61.22,17.05,99.42
228406.00,216665.00,61.22,17.05,99.42
228436.00,216569.00,61.22,17.05,99.42
228407.00,216673.00,61.22,17.05,99.42
228433.00,216570.00,61.22,17.05,99.42
228461.00,216669.00,61.22,17.05,99.42
228471.00,216613.00,61.22,17.05,99.42
228562.00,216683.00,61.22,17.05,99.42
228596.00,216624.00,61.22,17.05,99.42
228662.00,216719.00,61.22,17.05,99.42
228655.00,216778.00,61.22,17.05,99.42
228862.00,216667.00,61.22,17.05,99.42
228801.00,216893.00,61.22,17.05,99.42
228860.00,216741.00,61.22,17.05,99.42
228940.00,216841.00,62.50,17.05,99.42
228981.00,216813.00,62.50,17.05,99.42
229177.00,216831.00,62.50,17.05,99.42
229095.00,217004.00,62.50,17.05,99.42
229190.00,216891.00,62.50,17.05,99.42
229179.00,216899.00,62.50,17.05,99.42
229288.00,216956.00,62.50,17.05,99.42
229338.00,216910.00,62.50,17.05,99.42
229405.00,216965.00,62.50,17.05,99.42
229464.00,217014.00,62.50,17.05,99.42
229565.00,216948.00,62.50,17.05,99.42
229590.00,217030.00,62.50,17.05,99.42
229660.00,217113.00,62.50,17.05,99.42
229737.00,217003.00,62.50,17.05,99.42
229757.00,217086.00,62.50,17.05,99.42
229884.00,217192.00,62.50,17.05,99.42
229979.00,217092.00,62.50,17.05,99.42
229964.00,217173.00,62.50,17.05,99.42
230086.00,217299.00,62.50,17.05,99.60
230081.00,217138.00,62.50,17.05,99.60
229972.00,217189.00,62.50,17.05,99.60
229715.00,217271.00,62.50,17.05,99.60
229480.00,217062.00,62.50,17.05,99.60
229328.00,216936.00,62.50,17.05,99.60
228941.00,217012.00,62.50,17.05,99.60
228755.00,216823.00,62.50,17.05,99.60
228584.00,216732.00,62.50,17.05,99.60
228414.00,216855.00,62.50,17.05,99.60
228307.00,216640.00,62.50,17.05,99.60
228291.00,216606.00,62.50,17.05,99.60
228070.00,216738.00,62.50,17.05,99.60
228087.00,216591.00,62.50,17.05,99.60
228090.00,216632.00,62.50,17.05,99.60
228166.00,216625.00,62.50,17.05,99.60
228208.00,216673.00,62.50,17.05,99.60
228232.00,216599.00,62.50,17.05,99.60
228238.00,216668.00,62.50,17.05,99.60
228275.00,216652.00,62.50,17.05,99.60
228259.00,216695.00,62.50,17.05,99.60
228253.00,216639.00,62.50,17.05,99.60
228317.00,216721.00,62.50,17.05,99.60
228341.00,216687.00,62.50,17.05,99.60
228367.00,216743.00,62.50,17.05,99.60
228418.00,216854.00,62.50,17.05,99.60
228588.00,216682.00,62.50,17.05,99.60
228570.00,216915.00,62.50,17.05,99.60
228569.00,216803.00,62.50,17.05,99.60
228698.00,216876.00,62.50,17.05,99.60
228707.00,216847.00,61.22,17.05,99.60
228899.00,216862.00,61.22,17.05,99.60
228843.00,217043.00,61.22,17.05,99.60
228940.00,216898.00,61.22,17.05,99.60
228916.00,216925.00,61.22,17.05,99.60
229007.00,217052.00,61.22,17.05,99.60
229106.00,216913.00,61.22,17.05,99.60
229067.00,216981.00,61.22,17.05,99.60
229203.00,217126.00,61.22,17.05,99.60
229297.00,216952.00,61.22,17.05,99.60
229269.00,217048.00,61.22,17.05,99.60
229393.00,217157.00,61.22,17.05,99.60
229465.00,217004.00,61.22,17.05,99.60
229506.00,217100.00,61.22,17.05,99.60
229607.00,217281.00,61.22,17.05,99.60
229653.00,217160.00,61.22,17.05,99.60
229854.00,217172.00,61.22,17.05,99.60
229793.00,217334.00,61.22,17.05,99.60
229859.00,217222.00,61.22,17.05,99.60
229903.00,217224.00,61.22,17.05,99.55
229896.00,217375.00,61.22,17.05,99.55
229731.00,217166.00,61.22,17.05,99.55
229577.00,217123.00,61.22,17.05,99.55
229128.00,217193.00,61.22,9.80,99.55
228879.00,216970.00,61.22,9.80,99.55
228750.00,216860.00,61.22,9.80,99.55
228399.00,216946.00,61.22,9.80,99.55
228265.00,216774.00,61.22,9.80,99.55
228232.00,216671.00,61.22,9.80,99.55
227915.00,216783.00,61.22,9.80,99.55
227818.00,216623.00,61.22,9.80,99.55
227810.00,216555.00,61.22,9.80,99.55
227691.00,216660.00,61.22,9.80,99.55
227799.00,216483.00,61.22,9.80,99.55
227751.00,216705.00,61.22,9.80,99.55
227854.00,216494.00,61.22,9.80,99.55
227793.00,216723.00,61.22,9.80,99.55
227862.00,216535.00,61.22,9.80,99.55
227840.00,216711.00,61.22,9.80,99.55
227890.00,216560.00,61.22,9.80,99.55
227857.00,216729.00,61.22,9.80,99.55
227927.00,216617.00,61.22,9.80,99.55
227921.00,216718.00,61.22,9.80,99.55
227974.00,216653.00,61.22,9.80,99.55
228046.00,216718.00,61.22,9.80,99.55
228082.00,216672.00,61.22,9.80,99.55
228130.00,216750.00,61.22,9.80,99.55
228123.00,216844.00,61.22,9.80,99.55
228363.00,216706.00,61.22,9.80,99.55
228328.00,216930.00,61.22,9.80,99.55
228410.00,216785.00,61.22,9.80,99.55
228448.00,216861.00,61.22,9.80,99.55
228520.00,216902.00,61.22,9.80,99.55
228564.00,216872.00,61.22,9.80,99.55
228664.00,216960.00,61.22,9.80,99.55
228643.00,216942.00,61.22,9.80,99.55
228800.00,216996.00,61.22,9.80,99.55
228775.00,217046.00,61.22,9.80,99.55
228921.00,217045.00,61.22,9.80,99.55
229044.00,217006.00,61.22,9.80,99.55
228999.00,217155.00,61.22,9.80,99.55
229127.00,217094.00,61.22,9.80,99.55
229291.00,217052.00,61.22,9.80,99.55
229261.00,217218.00,61.22,9.80,99.55
229313.00,217138.00,61.22,9.80,99.55
229492.00,217101.00,61.22,9.80,99.55
229480.00,217291.00,61.22,9.80,99.55
229587.00,217103.00,61.22,9.80,99.55
229586.00,217218.00,61.22,9.80,99.55
229632.00,217326.00,61.22,9.80,99.89
229566.00,217154.00,61.22,9.80,99.89
229338.00,217158.00,61.22,9.80,99.89
229155.00,217117.00,61.22,9.80,99.89
228874.00,216943.00,61.22,9.80,99.89
228713.00,216955.00,61.22,9.80,99.89
228518.00,216904.00,61.22,9.80,99.89
228370.00,216778.00,61.22,9.80,99.89
228285.00,216805.00,61.22,9.80,99.89
228115.00,216749.00,61.22,9.80,99.89
228064.00,216679.00,61.22,9.80,99.89
228008.00,216721.00,61.22,9.80,99.89
227984.00,216583.00,61.22,9.80,99.89
228021.00,216671.00,61.22,9.80,99.89
228076.00,216572.00,61.22,9.80,99.89
228118.00,216705.00,61.22,9.80,99.89
228136.00,216579.00,61.22,9.80,99.89
228159.00,216717.00,61.22,9.80,99.89
228148.00,216584.00,61.22,9.80,99.89
228188.00,216711.00,61.22,9.80,99.89
228226.00,216590.00,61.22,9.80,99.89
228216.00,216710.00,61.22,9.80,99.89
228237.00,216755.00,61.22,9.80,99.89
228464.00,216712.00,61.22,9.80,99.89
228387.00,216876.00,61.22,9.80,99.89
228435.00,216727.00,61.22,9.80,99.89
228466.00,216812.00,61.22,9.80,99.89
228540.00,216790.00,61.22,9.80,99.89
228629.00,216825.00,61.22,9.80,99.89
228636.00,216810.00,61.22,9.80,99.89
228869.00,216787.00,61.22,9.80,99.89
228826.00,216996.00,61.22,9.80,99.89
228913.00,216859.00,61.22,9.80,99.89
228934.00,216886.00,61.22,9.80,99.89
229007.00,216964.00,61.22,9.80,99.89
229018.00,216956.00,61.22,9.80,99.89
229122.00,216968.00,61.22,9.80,99.89
229210.00,216991.00,61.22,9.80,99.89
229226.00,216951.00,61.22,9.80,99.89
229338.00,217040.00,61.22,9.80,99.89
229437.00,217051.00,61.22,9.80,99.89
229482.00,217007.00,61.22,9.80,99.89
229526.00,217105.00,61.22,9.80,99.89
229605.00,217112.00,61.22,9.80,99.89
229617.00,217068.00,61.22,9.80,99.89
229737.00,217168.00,61.22,9.80,99.89
229815.00,217194.00,61.22,9.80,99.89
229899.00,217144.00,61.22,9.80,99.89
229905.00,217204.00,61.22,9.80,99.89
229986.00,217335.00,61.22,9.80,99.89
230006.00,217133.00,61.22,9.80,99.53
229828.00,217200.00,61.22,9.80,99.53
229659.00,217239.00,61.22,9.80,99.53
229492.00,217041.00,61.22,9.80,99.53
229248.00,217013.00,61.22,9.80,99.53
229156.00,217098.00,61.22,9.80,99.53
229046.00,216890.00,61.22,9.80,99.53
229033.00,216864.00,61.22,9.80,99.53
228808.00,216984.00,61.22,9.80,99.53
228733.00,216834.00,61.22,9.80,99.53
228781.00,216745.00,61.22,9.80,99.53
228627.00,216910.00,61.22,9.80,99.53
228734.00,216654.00,61.22,9.80,99.53
228691.00,216906.00,61.22,9.80,99.53
228833.00,216627.00,61.22,9.80,99.53
228768.00,216945.00,61.22,9.80,99.53
228869.00,216684.00,61.22,9.80,99.53
228776.00,216968.00,61.22,9.80,99.53
228896.00,216666.00,61.22,9.80,99.53
228806.00,216939.00,61.22,9.80,99.53
228943.00,216700.00,61.22,9.80,99.53
228877.00,216915.00,61.22,9.80,99.53
228910.00,216765.00,61.22,9.80,99.53
228913.00,216884.00,61.22,9.80,99.53
229023.00,216828.00,61.22,9.80,99.53
229046.00,216886.00,61.22,9.80,99.53
229099.00,216832.00,61.22,9.80,99.53
229112.00,216885.00,61.22,9.80,99.53
229216.00,216989.00,60.00,9.80,99.53
229224.00,216883.00,60.00,9.80,99.53
229322.00,216958.00,60.00,9.80,99.53
229356.00,216919.00,60.00,9.80,99.53
229418.00,216944.00,60.00,9.80,99.53
229489.00,217109.00,60.00,9.80,99.53
229542.00,216897.00,60.00,9.80,99.53
229592.00,216993.00,60.00,9.80,99.53
229655.00,217184.00,60.00,9.80,99.53
229731.00,216995.00,60.00,9.80,99.53
229752.00,217067.00,60.00,9.80,99.53
229839.00,217234.00,60.00,9.80,99.53
229933.00,217030.00,60.00,9.80,99.53
229891.00,217132.00,60.00,9.80,99.53
229998.00,217301.00,60.00,9.80,99.53
230078.00,217137.00,60.00,9.80,99.53
230243.00,217188.00,60.00,9.80,99.53
230209.00,217346.00,60.00,9.80,99.53
230295.00,217132.00,60.00,9.80,99.53
230239.00,217260.00,60.00,9.80,99.53
230356.00,217383.00,60.00,9.80,99.91
230332.00,217203.00,60.00,9.80,99.91
230099.00,217225.00,60.00,9.80,99.91
229983.00,217297.00,60.00,9.80,99.91
229812.00,217064.00,60.00,9.80,99.91
229599.00,217040.00,60.00,9.80,99.91
229515.00,217098.00,60.00,9.80,99.91
229358.00,216896.00,60.00,9.80,99.91
229274.00,216934.00,60.00,9.80,99.91
229207.00,216928.00,60.00,9.80,99.91
229058.00,216806.00,60.00,9.80,99.91
229023.00,216864.00,60.00,9.80,99.91
229002.00,216797.00,60.00,9.80,99.91
229031.00,216809.00,60.00,9.80,99.91
229067.00,216791.00,60.00,9.80,99.91
229087.00,216837.00,60.00,9.80,99.91
229114.00,216846.00,60.00,9.80,99.91
229099.00,216843.00,60.00,9.80,99.91
229114.00,216819.00,60.00,9.80,99.91
229106.00,216821.00,60.00,9.80,99.91
229122.00,216848.00,60.00,9.80,99.91
229089.00,216831.00,60.00,9.80,99.91
229215.00,216980.00,60.00,9.80,99.91
229262.00,216792.00,60.00,9.80,99.91
229258.00,216946.00,60.00,9.80,99.91
229294.00,216846.00,60.00,9.80,99.91
229303.00,216915.00,60.00,9.80,99.91
229396.00,216844.00,60.00,9.80,99.91
229421.00,216898.00,60.00,9.80,99.91
229485.00,216998.00,60.00,9.80,99.91
229565.00,216897.00,62.50,9.80,99.91
229553.00,217069.00,62.50,9.80,99.91
229601.00,216857.00,62.50,9.80,99.91
229653.00,216950.00,62.50,9.80,99.91
229683.00,217104.00,62.50,9.80,99.91
229763.00,216903.00,62.50,9.80,99.91
229754.00,216984.00,62.50,9.80,99.91
229827.00,217164.00,62.50,9.80,99.91
229910.00,216959.00,62.50,9.80,99.91
229901.00,217061.00,62.50,9.80,99.91
229981.00,217215.00,62.50,9.80,99.91
230058.00,217057.00,62.50,9.80,99.91
230209.00,217103.00,62.50,9.80,99.91
230112.00,217290.00,62.50,9.80,99.91
230199.00,217171.00,62.50,9.80,99.91
230357.00,217162.00,62.50,9.80,99.91
230251.00,217328.00,62.50,9.80,99.91
230365.00,217235.00,62.50,9.80,99.91
230475.00,217200.00,62.50,9.80,99.35
230277.00,217344.00,62.50,9.80,99.35
230110.00,217167.00,62.50,9.80,99.35
230023.00,217074.00,62.50,9.80,99.35
229716.00,217153.00,62.50,9.80,99.35
229583.00,216931.00,62.50,9.80,99.35
229521.00,216898.00,62.50,9.80,99.35
229310.00,216988.00,62.50,9.80,99.35
229199.00,216858.00,62.50,9.80,99.35
229206.00,216765.00,62.50,9.80,99.35
228950.00,216896.00,62.50,9.80,99.35
228923.00,216748.00,62.50,9.80,99.35
228902.00,216718.00,62.50,9.80,99.35
228894.00,216748.00,62.50,9.80,99.35
228931.00,216708.00,62.50,9.80,99.35
228938.00,216759.00,62.50,9.80,99.35
228946.00,216719.00,62.50,9.80,99.35
228938.00,216762.00,62.50,9.80,99.35
228904.00,216709.00,62.50,9.80,99.35
228907.00,216724.00,62.50,9.80,99.35
228943.00,216710.00,62.50,9.80,99.35
228901.00,216755.00,62.50,9.80,99.35
229083.00,216634.00,62.50,9.80,99.35
229004.00,216848.00,62.50,9.80,99.35
229006.00,216687.00,62.50,9.80,99.35
229046.00,216752.00,62.50,9.80,99.35
229145.00,216671.00,62.50,9.80,99.35
229150.00,216776.00,62.50,9.80,99.35
229186.00,216775.00,62.50,9.80,99.35
229318.00,216779.00,62.50,9.80,99.35
229253.00,216930.00,62.50,9.80,99.35
229307.00,216781.00,62.50,9.80,99.35
229292.00,216792.00,62.50,9.80,99.35
229373.00,216954.00,62.50,9.80,99.35
229451.00,216781.00,62.50,9.80,99.35
229432.00,216860.00,62.50,9.80,99.35
229506.00,217017.00,62.50,9.80,99.35
229566.00,216836.00,62.50,9.80,99.35
229746.00,216884.00,62.50,9.80,99.35
229643.00,217069.00,62.50,9.80,99.35
229714.00,216916.00,62.50,9.80,99.35
229870.00,216956.00,62.50,9.80,99.35
229769.00,217118.00,62.50,9.80,99.35
229834.00,216996.00,62.50,9.80,99.35
229948.00,216980.00,62.50,9.80,99.35
229938.00,217128.00,62.50,9.80,99.35
229954.00,217013.00,62.50,9.80,99.35
230081.00,217064.00,62.50,9.80,98.74
230042.00,217173.00,62.50,9.80,98.74
229987.00,217060.00,62.50,9.80,98.74
229952.00,216995.00,62.50,9.80,98.74
229598.00,217086.00,62.50,9.80,98.74
229437.00,216878.00,62.50,9.80,98.74
229318.00,216855.00,62.50,9.80,98.74
229108.00,216877.00,62.50,9.80,98.74
228896.00,216716.00,62.50,9.80,98.74
228830.00,216692.00,62.50,9.80,98.74
228689.00,216698.00,62.50,9.80,98.74
228550.00,216579.00,62.50,9.80,98.74
228523.00,216549.00,62.50,9.80,98.74
228377.00,216627.00,62.50,9.80,98.74
228424.00,216441.00,62.50,9.80,98.74
228392.00,216623.00,62.50,9.80,98.74
228496.00,216396.00,62.50,9.80,98.74
228414.00,216620.00,62.50,9.80,98.74
228474.00,216439.00,62.50,9.80,98.74
228395.00,216625.00,62.50,9.80,98.74
228423.00,216448.00,62.50,9.80,98.74
228375.00,216619.00,62.50,9.80,98.74
228382.00,216469.00,62.50,9.80,98.74
228354.00,216553.00,62.50,9.80,98.74
228477.00,216459.00,62.50,9.80,98.74
228475.00,216572.00,62.50,9.80,98.74
228504.00,216551.00,62.50,9.80,98.74
228535.00,216573.00,62.50,9.80,98.74
228578.00,216663.00,62.50,9.80,98.74
228711.00,216517.00,62.50,9.80,98.74
228654.00,216731.00,62.50,9.80,98.74
228758.00,216569.00,60.00,9.80,98.74
228757.00,216655.00,60.00,9.80,98.74
228833.00,216746.00,60.00,9.80,98.74
228845.00,216654.00,60.00,9.80,98.74
228855.00,216779.00,60.00,9.80,98.74
228902.00,216745.00,60.00,9.80,98.74
229034.00,216744.00,60.00,9.80,98.74
229045.00,216851.00,60.00,9.80,98.74
229106.00,216789.00,60.00,9.80,98.74
229244.00,216771.00,60.00,9.80,98.74
229173.00,216956.00,60.00,9.80,98.74
229275.00,216872.00,60.00,9.80,98.74
229422.00,216830.00,60.00,9.80,98.74
229371.00,216998.00,60.00,9.80,98.74
229415.00,216948.00,60.00,9.80,98.74
229530.00,216952.00,60.00,9.80,98.74
229565.00,217043.00,60.00,9.80,98.74
229546.00,216997.00,60.00,9.80,98.74
229684.00,217037.00,60.00,9.80,98.74
229733.00,217083.00,60.00,9.80,99.02
229709.00,217018.00,60.00,9.80,99.02
229732.00,217062.00,60.00,9.80,99.02
229615.00,217073.00,60.00,9.80,99.02
229433.00,216945.00,60.00,9.80,99.02
229174.00,216833.00,60.00,9.80,99.02
229040.00,216844.00,60.00,9.80,99.02
228911.00,216753.00,60.00,9.80,99.02
228717.00,216662.00,60.00,9.80,99.02
228604.00,216682.00,60.00,9.80,99.02
228515.00,216608.00,60.00,9.80,99.02
228343.00,216557.00,60.00,9.80,99.02
228311.00,216583.00,60.00,9.80,99.02
228283.00,216496.00,60.00,9.80,99.02
228337.00,216430.00,60.00,9.80,99.02
228320.00,216653.00,60.00,9.80,99.02
228439.00,216455.00,60.00,9.80,99.02
228382.00,216726.00,60.00,9.58,99.02
228453.00,216477.00,60.00,9.58,99.02
228390.00,216690.00,60.00,9.58,99.02
228467.00,216514.00,60.00,9.58,99.02
228419.00,216718.00,60.00,9.58,99.02
228513.00,216540.00,60.00,9.58,99.02
228459.00,216728.00,60.00,9.58,99.02
228454.00,216610.00,60.00,9.58,99.02
228547.00,216675.00,60.00,9.58,99.02
228619.00,216607.00,60.00,9.58,99.02
228648.00,216712.00,60.00,9.58,99.02
228666.00,216713.00,60.00,9.58,99.02
228697.00,216688.00,60.00,9.58,99.02
228805.00,216863.00,60.00,9.58,99.02
228825.00,216703.00,58.82,9.58,99.02
228919.00,216802.00,58.82,9.58,99.02
228939.00,216776.00,58.82,9.58,99.02
229006.00,216788.00,58.82,9.58,99.02
229032.00,216957.00,58.82,9.58,99.02
229101.00,216767.00,58.82,9.58,99.02
229095.00,216829.00,58.82,9.58,99.02
229180.00,216993.00,58.82,9.58,99.02
229275.00,216843.00,58.82,9.58,99.02
229293.00,216912.00,58.82,9.58,99.02
229349.00,217062.00,58.82,9.58,99.02
229432.00,216961.00,58.82,9.58,99.02
229623.00,216973.00,58.82,9.58,99.02
229513.00,217150.00,58.82,9.58,99.02
229595.00,217003.00,58.82,9.58,99.02
229749.00,217000.00,58.82,9.58,99.02
229670.00,217201.00,58.82,9.58,99.02
229793.00,217101.00,58.82,9.58,99.02
229953.00,217082.00,58.82,9.58,99.02
229855.00,217253.00,58.82,9.58,99.02
229973.00,217174.00,58.82,9.58,99.02
230060.00,217161.00,58.82,9.58,99.26
229967.00,217285.00,58.82,9.58,99.26
229745.00,217160.00,58.82,9.58,99.26
229616.00,217105.00,58.82,9.58,99.26
229414.00,217074.00,58.82,9.58,99.26
229152.00,216912.00,58.82,9.58,99.26
229085.00,216916.00,58.82,9.58,99.26
228926.00,216926.00,58.82,9.58,99.26
228750.00,216766.00,58.82,9.58,99.26
228696.00,216759.00,58.82,9.58,99.26
228553.00,216761.00,58.82,9.58,99.26
228377.00,216638.00,58.82,9.58,99.26
228397.00,216559.00,58.82,9.58,99.26
228373.00,216824.00,58.82,9.58,99.26
228446.00,216605.00,58.82,9.58,99.26
228465.00,216828.00,58.82,9.58,99.26
228513.00,216609.00,58.82,9.58,99.26
228474.00,216868.00,58.82,9.58,99.26
228534.00,216628.00,58.82,9.58,99.26
228552.00,216880.00,58.82,9.58,99.26
228591.00,216630.00,58.82,9.58,99.26
228624.00,216833.00,58.82,9.58,99.26
228643.00,216695.00,58.82,9.58,99.26
228653.00,216825.00,58.82,9.58,99.26
228737.00,216775.00,58.82,9.58,99.26
228775.00,216804.00,58.82,9.58,99.26
228806.00,216763.00,58.82,9.58,99.26
228816.00,216813.00,58.82,9.58,99.26
228912.00,216966.00,58.82,9.58,99.26
229011.00,216817.00,58.82,9.58,99.26
228963.00,216958.00,60.00,9.58,99.26
229061.00,216867.00,60.00,9.58,99.26
229215.00,216884.00,60.00,9.58,99.26
229131.00,217048.00,60.00,9.58,99.26
229205.00,216870.00,60.00,9.58,99.26
229242.00,216923.00,60.00,9.58,99.26
229304.00,217111.00,60.00,9.58,99.26
229377.00,216953.00,60.00,9.58,99.26
